comment,user,content,now_time,id,assist,transmit,url
,仿如双生,"你不能当饭吃，但没有你, 的, ，我吃不下饭。, 为了源宝宝！ ,",2017年11月26日 09:52,FwQdN3tQl,0,,https://weibo.cn/comment/FwQdN3tQl?uid=5303129946&rl=1
,coolguylin-2033,", ,DAY 5 ,【最喜欢的发型】,男孩子顺毛什么的最好看了，超级喜欢男孩子留刘海了，中间那张也真的是我的pick~宝宝真好看，姐姐好想亲亲你[污][污]",2017年11月26日 09:53,FwQe9u5gB,2,,https://weibo.cn/comment/FwQe9u5gB?uid=5565673895&rl=1
1,笨呢5817167589,", 拉伸拉伸再拉伸[加油] , ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:52,FwQdQ0k6K,0,,https://weibo.cn/comment/FwQdQ0k6K?uid=5817167589&rl=1
,浮鸾迟暮,"Angels wear white,我不愿相信这个世界那么坏 但我不得不承认还是有恶人在身边 自以为从小到大没经历过那样的黑暗 也从未试图了解 而今 当走出城堡 我发现很多事无法接受 也开始学着思考,如果未来我的宝宝 “你” 将面临这样的生活 那么我该怎么做 ,我想把你护好 我想给你足够的关心呵护 不告知你那黑暗的世界 这对你是真的好吗？当你有天离开我的庇护 你看到黑暗的世界 你会吃惊害怕吗？你会不会也像她们一样问出那样的问题？,我想告知你那一个黑暗的世界 那你还会用爱来看待这个世界吗？你还充满希望 积极乐观吗？你会和她一样 知情不报吗？,如果不幸发生在你身上 我该怎么办呢？讨回公道 告知媒体 满城皆知？你的未来会不会背上一个头衔呢？如果面对不公平的审判 我无权无势 我要怎么做呢？妥协？报复？,突然想到如果不是你 是我呢？如果我身陷其中 我又有勇气面对吗？,我不愿把世界想的如此黑暗 但它似乎也不是如我想象的那么美好……",2017年11月26日 09:53,FwQeanmgZ,0,,https://weibo.cn/comment/FwQeanmgZ?uid=5949966627&rl=1
14751,华晨宇yu,", ,  ，我在, 等着你。快来找我吧[并不简单]传送门 , ,回复,:[doge]来自男粉的呼喊是吗,回复,:[费解]想搞事情[费解][费解]上枪了 ,回复,:, [喵喵],早上好！希望常常可以听到你聊天。,  [鲜花][鲜花],回复,:,回复,:心 ,花宝没吓到吧[悲伤][悲伤][悲伤]昨天有个带黄帽子的扰乱秩序还不是我们家的人[怒][怒][怒][怒]气死了，希望花花不要被这种人影响到！[爱你][爱你][爱你],早安发发，开开心心的就好！[鲜花][鲜花],[太阳],[太开心][太开心][馋嘴][失望][失望],[汗][汗][汗]",2017年11月24日 20:42,FwBCfx8f5,67828,283277,https://weibo.cn/comment/FwBCfx8f5?rl=1
,嘿嘿撒旦哎,",小咖秀每日精选我勒个去。。。病人们你们有够没够啊！乖！别闹了，回家吧。,",2017年11月26日 09:53,FwQedB4sa,1,,https://weibo.cn/comment/FwQedB4sa?uid=5703654201&rl=1
,树木滨穗,【预防宝宝流鼻血，湿润很重要】干燥气候让宝宝鼻腔毛细血管变脆弱，咋应对？要从改善鼻腔环境做起：1、保持宝宝鼻腔湿润，用棉签蘸温盐水擦拭，或涂红霉素软膏；2、 不要吃太多油腻辛辣食物，多让宝宝吃水果蔬菜，多饮水；3、 及时增减宝宝衣物，上呼吸道感染会导致鼻黏膜血管充血肿胀、破裂出血。,2017年11月26日 09:54,FwQeg1wBp,0,,https://weibo.cn/comment/FwQeg1wBp?uid=5720317638&rl=1
,SoSo家专业瘦身,"一粒瘦[5] .[6] 斤,来自上海的宝宝😋 大早上开心坏了[憨笑],直呼 神奇[爱心]️ 喜出望外[爱心]️ ,一粒就回到正常水平了[火箭] 前几天胖的心情都不好了[幽灵] ,这个冬天想减肥就来找我[礼花] 让你轻松瘦💕",2017年11月26日 09:53,FwQe4bBDr,0,,https://weibo.cn/comment/FwQe4bBDr?uid=3740358571&rl=1
,Minoz_桂恭主,封面的三岁宝宝，生日快乐～[蛋糕],2017年11月26日 09:53,FwQe5DmuM,0,,https://weibo.cn/comment/FwQe5DmuM?uid=2015771201&rl=1
2,烊烊爱跳舞的琳子姐姐,"早上好[太阳]，来组冬天的烊宝宝净化一下。,安利一下,  的新歌, ，敢质疑我品味的人都去屎好嘛？[拜拜], , ,求原图[爱你], ,[心][心][心][心][心][心][心][心][心][心]",2017年11月26日 09:53,FwQe6f1aF,9,1,https://weibo.cn/comment/FwQe6f1aF?uid=1870650834&rl=1
176,王源线上应援承源宫,", 下家以10分钟十几万涨幅稳步上升[微笑][微笑][微笑]别的不多说，源哥,  的小汤圆绝不妥协[加油][加油][加油]再来一波小汤圆，一定要守住，不能白费我们夜投宝宝那么努力才拿回的第一[来][来][来],现在差距被缩小为60w，距离周榜结束还有不到15个小时，请一定坚持住，第一只能是我们的骄傲宝宝，对么？,第一是我们的骄傲的,两台手机不同切号手抽了，睡了三个小时再看看情况。机器又来了，不睡了还是起来又当起机器吧……,守住啊[加油],回复,:进群,战斗起来！！！！！！还有十几个小时稳住！！,甜品美眉们，想问一下，自己的号都打完了，请问在哪里加群领号？！,卧槽现在差距只有10多万了,汤圆的力量势不可挡，我们心粘紧着呢[加油][加油][加油][加油][加油][加油][加油][加油][加油][加油]我们最棒,对[泪][泪],加油[左上](^ω^)[右上][给力][给力],加油,三点过拿着手机就睡着 太拼了大家,机器来了",2017年11月26日 09:25,FwQ2xlpSI,351,269,https://weibo.cn/comment/FwQ2xlpSI?rl=1
2,yqy110卫,"少儿童宝宝幼儿园学跳舞蹈教学  ,领券减20，券后=14  ,[嘻嘻]",2017年11月26日 09:54,FwQegjpkx,0,,https://weibo.cn/comment/FwQegjpkx?uid=5292626247&rl=1
,逗比卖白菜,", ,暖贴宝宝贴暖身贴保暖贴暖贴,----------------,复制这条信息￥d7YC07wryXK￥，打开[向右]手机淘宝 [向左]即可查看并下单！！, ,",2017年11月26日 09:54,FwQei1EJM,0,,https://weibo.cn/comment/FwQei1EJM?uid=1851437457&rl=1
,酒仙随缘yang,"林宝宝哈哈哈哈哈哈哈真爱粉,必定是拿起小哥哥就仔仔细细看个遍,直到发现有头屑,哈哈哈哈哈哈哈",2017年11月26日 09:54,FwQegAMvG,0,,https://weibo.cn/comment/FwQegAMvG?uid=6329533896&rl=1
90,史上最长的一根腿毛被拔了,", 敖子逸摸恐怖箱7分钟完整focus[并不简单]可爱到爆炸💥 , ,    哈哈哈哈哈敖子逸快看看你自己哈哈哈哈,我不行我再来一遍哈哈哈哈哈哈哈,太可爱了哈哈哈哈哈哈等我补个镜头,再转一次，真的可爱到爆炸,早起看一遍 清醒一整天[笑cry][笑cry]宝宝太可爱了！,太太太太太太可爱了8,[允悲]绝望的马,三爺超級可愛! 一口氣看了三遍[允悲][允悲],真可爱,哈哈哈哈 三爷太可爱了,可爱到爆炸，要刷多少遍我才能出去[允悲][允悲][允悲],再刷一次！嗯哼哼真的太奶了[跪了],回复,:就是咯，喊换人的那个别是个傻子智障吧，我们三爷那么可爱！",2017年11月25日 00:06,FwCX09qfY,419,755,https://weibo.cn/comment/FwCX09qfY?rl=1
,心想事成来来来,宝宝出生在感恩节[祈祷][祈祷][祈祷][祈祷][祈祷],2017年11月26日 09:54,FwQeEdsAk,0,,https://weibo.cn/comment/FwQeEdsAk?uid=2422665373&rl=1
,每天睡不够的大大沈,"让我看黑眼圈，我宝宝大概以为自己是美妆博主 ,",2017年11月26日 09:54,FwQekEX97,0,,https://weibo.cn/comment/FwQekEX97?uid=1781043622&rl=1
3,Eileen-Jiang,", 感觉自己萌萌哒 ,回复,:[笑cry][笑cry][笑cry],[太开心][太开心][太开心]么么哒,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:54,FwQem9QbN,1,,https://weibo.cn/comment/FwQem9QbN?uid=1769671625&rl=1
,风中的叶子2474601957,「辅食分享」蔓越莓发糕，轩宝爱吃，宝宝吃的开心，妈妈，再累都开心,2017年11月26日 09:54,FwQekpxWc,0,,https://weibo.cn/comment/FwQekpxWc?uid=2474601957&rl=1
,_pInk仔_js1,"回去吧！黎明蟹宝宝们[爱你] , ,",2017年11月26日 09:53,FwQe6hcoI,1,,https://weibo.cn/comment/FwQe6hcoI?uid=1773658535&rl=1
,穎兒eer,", 营个业",2017年11月26日,FwMCzCCZt,1606,741,https://weibo.cn/comment/FwMCzCCZt?rl=1
,清n次方,头孢和蒙脱石散实在拯救不了急性肠胃炎，折磨了两天简直形容枯槁。为了快点好起来，满月以后才能有精神照顾好宝宝，昨天选择了停止哺乳挂效果好的药水。当时觉得宝宝反正有储存的母乳，她也有的吃。回家之后看到她饿了哭的伤心的样子，不愿意吃奶瓶生气的睡着了，眼泪就怎么都止不住了，也后悔用药了。在隔壁房间睡觉，每醒来都能听见宝宝的哭声，但不忍心去看，怕自己又忍不住眼泪。冯先生说当做是宝宝的一次历练，也当做是我的一次历练，只有经历了以后才会成长～,2017年11月26日 09:49,FwQc93sYB,0,,https://weibo.cn/comment/FwQc93sYB?uid=2084570941&rl=1
3,nihaoxiaodangao,", [憧憬], [憧憬][憧憬][憧憬]啊啊啊啊啊啊啊啊，今天这么早就醒了，是廷廷唤醒我的[憧憬][憧憬][憧憬]去上海的游艇宝宝们帮我多看看廷廷哦[羞嗒嗒][羞嗒嗒][羞嗒嗒], ,回复,:[喵喵][喵喵]我最近也很容易上广场,广场,[笑cry][笑cry][笑cry][笑cry]",2017年11月26日 09:49,FwQc9oDcj,2,,https://weibo.cn/comment/FwQc9oDcj?uid=3748291012&rl=1
,关你屁事777,任何产品都有说明书，为什么孩子没有，生完宝宝就不用学习了吗？你不知道孩子也会说谎吗？别的事情可以息事宁人，都涉及到同伴人格尊严，我不知道怎么息事宁人。交给你去做吧。可能终将我不是一个可以干大事的人。,2017年11月26日 09:46,FwQaUxGkD,0,,https://weibo.cn/comment/FwQaUxGkD?uid=2745256272&rl=1
,_千crane,",有的宝宝不要太着急一次打20条哦，这样一是号容易死，二是数据不会全部收录进去。最好打五条等十分钟再打五条，五条五条打。还有的宝宝为了酷，把打榜文案都删掉自己写，自己写也可以，但是要记住满15字还要带,  这个话题，才比较容易被收录数据。",2017年11月26日 09:49,FwQbZ363i,1,,https://weibo.cn/comment/FwQbZ363i?uid=5633180853&rl=1
17,懒狐狸cindy,"谢谢各位宝宝～阳历的话我确实是今天生日，但我们这边风俗是过农历生日，十月初十，所以我过明天的生日啦～[挤眼] 更正了，我永远分不清阴历阳历哪个是农历[允悲]每次都说我过初几那个历[允悲] ,今天和明天生日快乐！,生日快乐，永远漂漂亮亮,慢的那个是农历也叫阴历，快的那个叫阳历,那就提前祝生日快乐啦[羞嗒嗒],哈哈，祝福永远不嫌多,[心][心][心][心],哈哈哈 我也阳历今天生日,提前生日快乐啦[爱你],哈哈，那也要提前祝你生日快乐[礼花][气球][礼花],哇哇哇，我也是十月初十耶~",2017年11月26日 09:48,FwQbDb6wB,34,,https://weibo.cn/comment/FwQbDb6wB?uid=2833050332&rl=1
,靓婧,"宝宝不到两个月都会翻身了[鼓掌] ,",2017年11月26日 09:46,FwQaSaDEN,0,,https://weibo.cn/comment/FwQaSaDEN?uid=1724607973&rl=1
,券叔,"阿道夫洗护套装  卷后68,爆款钉子户！用过的宝宝都说好,领券&下单：,",2017年11月26日 09:46,FwQaXv9Ga,4,,https://weibo.cn/comment/FwQaXv9Ga?uid=5815778859&rl=1
183,VAll1230,", ,涩谷109放的一小段Crystal Snow 最后小哼的声音ㅠㅠㅠㅠㅠㅠ“someday ～someday”好温柔 要融化了ㅠㅁㅠ[爱心]️[大哭][大哭]/asuka02bts , , , 好好听，好心动[跪了][跪了], , 真的超治愈啊我们泰亨的声音[泪], ,  \""i love you为什么i要小写啊\""\""因为在爱面前我们都很渺小啊\""[大哭]他真的超柔啊,好想听音源,回复,:真的是很温柔啊,  这个这个,這歌詞很美了[大哭][爱心]️, 新歌新歌,啊啊啊啊啊啊啊我化了我化了, , 我才看到这个[泪][泪][泪]金泰亨声音太好听了吧，啊啊啊啊啊啊啊啊啊好温柔[泪][泪][泪][泪][泪],好好听,回复,:换钥匙扣换的都焦虑了都没听背景音",2017年11月25日 22:29,FwLK0gzxf,1658,1901,https://weibo.cn/comment/FwLK0gzxf?rl=1
,雅婷snoopy财管,"【宝宝啃手指不必干预】这个月宝宝不但会吸吮小拳头,还会吸吮拇指,啃小手,啃玩具.这是婴儿发育过程中出现的正常表现,不要把这些行为认为是不良习惯而加以限制。到了一岁以后，还吸吮手指，才是“吮指癖”。这和妈妈在宝宝婴儿期没有干预其吮指，没有直接的因果关系。",2017年11月26日 09:48,FwQbrj3qk,0,,https://weibo.cn/comment/FwQbrj3qk?uid=3634083070&rl=1
,对你没变没走,", 早上收到你的花，接下是密密呀。巜早辰》[微笑]",2017年11月26日 09:46,FwQb0tHKS,0,,https://weibo.cn/comment/FwQb0tHKS?uid=3899432709&rl=1
200,来伊份伊仔,", 铛铛铛~你的小可爱暖心伊仔上线啦！最近的天气一天比一天冷，伊仔要送暖心大礼包给大家啦~转发说说【你的奇葩防寒大法】并@ 1位好友，就有机会获得DIY零食大礼包一份~27号, 抽3个小可爱哦~[二哈][二哈] , 吃吃吃,给身体补充热量,腰上面贴艾草包保养暖和一步到位[心][心][心],把秋衣扎进秋裤，再把秋裤扎进袜子[doge][doge], ,羽绒服、手套、加绒的各种衣服裤子鞋子[笑cry], ,羽绒服、手套，暖宝宝！, ,[加油]跑步, ,每天往保温杯里放几颗红枣枸杞，喝完暖暖哒, ,手套，围巾，羽绒服，热水，取暖器一个都不能少。, ,没有别的，就是多穿衣服[允悲], ,穿三双袜子，穿超厚的棉袄。喝热水。吃辣椒。, ,多穿衣服[并不简单][并不简单][并不简单][并不简单], ,把秋衣扎进秋裤，再把秋裤扎进袜子[doge][doge], ,双十一买的东西都没收到！,",2017年11月24日 14:09,Fwz2sA6wE,14,244,https://weibo.cn/comment/Fwz2sA6wE?rl=1
,艾特何仙姑,宝宝呀，姑姑休息一天就是特地回来看你的，你能不能赶紧闹个动静出来呀[允悲][允悲]，,2017年11月26日 09:44,FwQ9V3S6M,0,,https://weibo.cn/comment/FwQ9V3S6M?uid=5032836442&rl=1
16,买买白菜酱,"[小黄人惊讶]宝宝们，早呀 ,早[doge],早早早,早上好,早早,早安,早呀,早啊,要[心][爱你],早安,早呀",2017年11月26日 09:46,FwQaQnFyJ,30,1,https://weibo.cn/comment/FwQaQnFyJ?uid=3741812521&rl=1
,黄金白金名表名包折价代购,"宝宝双眼皮一窄一宽 来院做修复,面诊中 ,",2017年11月26日 09:46,FwQaSaCHT,0,,https://weibo.cn/comment/FwQaSaCHT?uid=2524106525&rl=1
,fdtrhs,",好多懒人床啊，喜欢的转走~",2017年11月26日 09:43,FwQ9K9mz6,1,,https://weibo.cn/comment/FwQ9K9mz6?uid=5081230071&rl=1
,一团粲,"小Q问我的网易云ID，我连忙把乱得不成样子的账号整理了一下。有些感慨。想起昨天跟Sugar宝宝聊天，她说——,“执念和痴嗔，个中也有道理在；而除去了它们，我们还是我们曾经读过的书、看过的风景、走过的路、受过的伤、心中暗记过几回的只言片语和一眼惊鸿的浮光掠影。”,我是我流下的泪，我是我吻过的唇。,珍重千万千万，因为早晚有一天，我们会忘了那些炽热的心情。比起羞耻与打脸，我更恐惧的是避无可避的遗忘",2017年11月26日 09:43,FwQ9L60Fq,0,,https://weibo.cn/comment/FwQ9L60Fq?uid=6192613588&rl=1
,Rlv_cc,"一震巨响…！公司玻璃颤动…吓死宝宝了！！！公司附近李家村爆炸了！！！ , ,",2017年11月26日 09:43,FwQ9LnDab,0,,https://weibo.cn/comment/FwQ9LnDab?uid=2194243180&rl=1
,宁POLICE汪,", 大金毛跟小主人抢玩具，金毛：谁不是个宝宝啊！[允悲] ,",2017年11月26日 09:42,FwQ97rHvU,3,,https://weibo.cn/comment/FwQ97rHvU?uid=5925405068&rl=1
,爱焦哥哥的陌心,宝宝们，我实在找不到了………………谁知道传奇第八集，鼠猫对视那一眼的bgm是啥呀[委屈][委屈][委屈][委屈][委屈][委屈][委屈]找了好久…………,2017年11月26日 09:43,FwQ9Iqa6d,0,,https://weibo.cn/comment/FwQ9Iqa6d?uid=5222950295&rl=1
,熊大的熊妹,"宁波爆炸真的，我离的这么近，震得我家窗户都抖了，一阵狂风刮开吓死宝宝了，看着一辆接一辆消防车警车救护车开过去，真的，希望不要太多伤亡[祈祷] ,",2017年11月26日 09:43,FwQ9zevvy,19,,https://weibo.cn/comment/FwQ9zevvy?uid=2571478162&rl=1
780,当当云阅读,"【,生日开屏应援祝福】当当云阅读携手, 为,  17岁生日送去一份祝福[心],[心]，从即日起至11月27号中午11:28分，☞带“,祝,”双话题，带上你的祝福，并@ 2位好友，转发本条微博，让更多热爱阅读、心存善念的千纸鹤一起送出祝福吧！【活动详情见图片】活动结束，随机抽取34名粉丝赠送：1128银铃铛可购买千玺主演网剧原著电子书《长安十二时辰》或纸书《愿有人陪你颠沛流离》一本。[心],为心爱打榜转发点赞, , 大佬生日快乐，健康快乐地成长！易心易意,  ,  , , [心], , ,[嘻嘻]十七岁的雨季，好好享受啊烊烊,  , , 千玺你的十七岁一定会非常精彩, ,  [哈哈]公益活动要参加,  , 祝, ！！！愿你一直走在开满鲜花的道路上[小黄人惊讶],  ,  , , , , [心]🙋来了,  , 你就是逐梦路上最美的太阳, , ,念念不忘，必有回响。, , , 祝, 转眼17岁了，生日快乐，我会一直在,",2017年11月25日 11:28,FwHpz1zH6,1362,2479,https://weibo.cn/comment/FwHpz1zH6?rl=1
651,八组揭秘,"钢铁侠亲了一口越狱兔气死了小黄人。 ,張藝興親了一口我氣死了吳亦凡鹿晗[汗][汗][嘻嘻][哈哈],李易峰亲了一口我气死了李易峰[笑cry][笑cry][笑cry] 这个梗太搞笑了 下次头像全换成李易峰 李易峰宝宝都要被我气死了,黄景瑜把自己亲死了,迪丽热巴亲了我气死了Saber，稳。[跪了][跪了][跪了],回复,:好吧默认壁纸亲了一口长大了的蛮吉气死了金[允悲],🌚手机壁纸默认的…,  亲了一口我 气死了风景照…,斯嘉丽亲了我一口气垮了神盾局？,傅玉书亲了一口我气死了李寻欢[笑cry][笑cry][笑cry],蓝忘机亲了一口雪女气死了五月天？？？？？？这什么鬼[允悲][允悲],胡一天亲了我一口气死了胡一天？,卷福亲了一口一页书气死了赫本,jasper亲了一口咱们裸熊气死了向日葵[向日葵]",2015-07-13 19:44:12,CqWVT3biI,1617,12480,https://weibo.cn/comment/CqWVT3biI?rl=1
,盐城奶爸,", 每个宝宝都是父母的心头肉，奶爸奶妈们总是想倾其所有，给予宝宝最完整的爱，这并没有错，可很多时候家长正是因为这种格外的怜惜和疼爱，忽视科学育儿的重要性，盲目的相信一些“育儿土方法”，结果给宝宝带来伤害，今天我们为大家整理出这些不可取的“育儿土方法”，希望对奶爸奶妈们有所用处。",2017年11月26日 09:42,FwQ94ueOw,0,,https://weibo.cn/comment/FwQ94ueOw?uid=2842315037&rl=1
2,俊俊的蔓蔓姨母,", 30天推凯挑战,DAY3最喜欢的影视角色,夏常安吧,我们俊俊自己也很喜欢安安 是个懂得理解懂得感恩的角色 小小的机器人牵动了所有观众的心思 为朋友两肋插刀 感恩父母 最后起身穿衣救父母那一刻看得我内心一颤 很开心我们宝宝那么小就有那么强的感染力了 ,谁敢说我们安安不好哭给你看哦！,我也超级喜欢安安,安安[心]",2017年11月26日 09:42,FwQ9cbHr3,6,,https://weibo.cn/comment/FwQ9cbHr3?uid=5289214071&rl=1
9,BLINGKOOK,",[星光], ,为什么他一吃东西 我就有种想要捏他的脸的冲动[跪了] ,果果吃东西真的太可爱了！！！,图三图四是我被圈的场面[二哈][二哈][二哈],看宝宝吃饭好有食欲[色][色][色][色],  , 想挥小拳拳打他 有吃的了不起啊[二哈][二哈][二哈], , 我的奶宝宝[心],崽！！！！麻麻爱你[爱心] , , 寶寶多吃才能長高長壯[心]看果果吃東西，很療癒[憧憬][憧憬][憧憬],我也想，盒盒盒。",2017年11月26日,FwPOcdmgx,265,163,https://weibo.cn/comment/FwPOcdmgx?rl=1
,圆禄要快乐,【宝宝吃手的解决方法；满足宝宝的生理需要】家长要尽可能了解宝宝的需求。一般除了满足宝宝的生理需要外，比如饥渴、 冷热、睡眠等，还要尽可能丰富宝宝的玩乐，提供一些有利条件和一些有趣味 的玩具，让宝宝有更多的机会去分散吃手的注意力。另外，还应多陪宝宝到户 外活动，让宝宝保持愉快的情绪。,2017年11月26日 09:45,FwQaeC9Y3,0,,https://weibo.cn/comment/FwQaeC9Y3?uid=5972859786&rl=1
12,娱乐神点评,", Ella身穿一袭昂贵战袍亮相红毯，也带来许多欢声笑语。ella 在介绍完自己的服装之后见后面嘉宾还没有到，便主动介绍起了自己的宝宝，真是满满的母爱[鼓掌] , ,加滑，你本来就很美！,哈哈哈哈哈哈哈哈哈哈哈神同步[doge],红毯好有气质哦，鞋子好看,[good]ella长得好看就算了 关键她的粉丝长得还好看 这我就无法接受了[doge][doge][doge],ella长得好看就算了 关键她的粉丝长得还好看 这我就无法接受了[doge][doge][doge],陳加滑，是真的很醜啦！[允悲][允悲][允悲],[熊猫]好好好 金马奖等你说梗 美丽的女明星 期待演员桦回归嘉桦ella,好好好 金马奖等你说梗 美丽的女明星 期待演员桦回归嘉桦ella,这么漂亮的颁奖嘉宾怎么还不爆炸",2017年11月26日 09:42,FwQ95F8vu,601,138,https://weibo.cn/comment/FwQ95F8vu?uid=3847645054&rl=1
,凌笙吟宇x,表白宝宝，生日快乐爱你,2017年11月26日 09:42,FwQ9f7iMD,1,,https://weibo.cn/comment/FwQ9f7iMD?uid=3963304236&rl=1
,董董小爱宝贝成长记,昨晚小宝满月酒，结束后老爸老妈坐火车回家了，唉，每天要跟公公婆婆打交道了，真不如我天天一个人辛苦带的好。老妈说她忙完家里的事就来，老爸也答应我过段时间陪我妈帮我看宝宝，我现在就盼着他们能赶紧来了～～,2017年11月26日 09:41,FwQ90l36m,0,,https://weibo.cn/comment/FwQ90l36m?uid=1596048384&rl=1
,里昂大叔C,"当父母假装吃了孩子的万圣节糖果。 ,",2017年10月27日 18:21,FskIMylH1,3,2,https://weibo.cn/comment/FskIMylH1?rl=1
4,映水漓山,", 全世界最可爱的阿拉蕾上线~，大家好我叫崔雅涵，外名叫阿拉蕾，这样的宝宝给我来一打[哈哈][哈哈]，实在真的太可爱了。宝宝天生就是为舞台而生[心][心][心],  , [向右],  ,世界上咋会有这样好的宝宝呢，怎么都爱不够[心],[心][心][心][心][心],回复, 的赞:[心][心],[心][心][心][心]",2017年11月26日 09:42,FwQ91zb5O,11,1,https://weibo.cn/comment/FwQ91zb5O?uid=6015464049&rl=1
1,疯狂白菜君,"【￥5.1】易暖堂旗舰店 七彩迷你暖手宝宝，自发热，免充电，不注水，持续温暖长达8小时[憧憬] ,领券&下单：,或复制这条消息￥DAja07wLgwh￥打开淘宝APP即可购买",2017年11月26日 09:42,FwQ9ewoze,0,,https://weibo.cn/comment/FwQ9ewoze?uid=5564893081&rl=1
2,Vineyard12,"[费解][费解][费解][费解], , [傻眼][傻眼][傻眼] 简直有毒啊 宝宝 昨晚才和你磕手机案例 特么这一大早吃个陈皮都能把手机手滑摔了 23333第N次碎屏[允悲][允悲] 每一次手滑都是碎屏的证明[拜拜][拜拜]选择困难的我此刻不知所措 23333 一瞬间想去换个屏幕之后我们在说了[费解][费解][费解][允悲][允悲][允悲][允悲][允悲][允悲],  起床了没 23333  过来吗。 我的妈 我真是绝望了,良心不会痛是假的 手动微笑",2017年11月26日 09:42,FwQ9ewoW4,0,,https://weibo.cn/comment/FwQ9ewoW4?uid=2416887585&rl=1
,本宝宝要当千万富翁,刚才有个跑步的老外和本宝宝打招呼了[笑cry]难道皮衣旗袍长发风是老外喜欢的style ？[笑而不语]长得美就是开心[笑而不语][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry],2017年11月26日 09:42,FwQ9ha35W,0,,https://weibo.cn/comment/FwQ9ha35W?uid=1918402940&rl=1
,华茹雪爱静儿,",有多少人，不停地更换着签名，其实只是想让某一个人有所感触？",2017年11月26日 09:42,FwQ93jkOh,1,,https://weibo.cn/comment/FwQ93jkOh?uid=3304857335&rl=1
,福建粉丝团易烊千玺,"为我们的宝宝, 这首新歌, 简直太对我口了，好听！[二哈], ,",2017年11月26日 09:42,FwQ9n6psu,0,,https://weibo.cn/comment/FwQ9n6psu?uid=3129506407&rl=1
,秀秀哒哒哒,", 不思不考，不想不问，静静地等着，等着等着[失望][失望][失望] ,",2017年11月26日 09:42,FwQ949R3n,1,,https://weibo.cn/comment/FwQ949R3n?uid=2392558333&rl=1
,音乐小木屋,宝宝饿醒了[失望]醒来的时候老公已出门了…好吧…我得等他回家做早餐给我吃，我不想动也不会[允悲],2017年11月26日 09:42,FwQ9n6pLW,0,,https://weibo.cn/comment/FwQ9n6pLW?uid=1799279923&rl=1
1,____好心情,"周末在家[家],有阳光 🌞音乐 🎼红茶[绿茶]伴着,品味美食😋,最是惬意[羞嗒嗒],各位 周末愉快[气球], ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:42,FwQ9ha301,0,,https://weibo.cn/comment/FwQ9ha301?uid=2219191340&rl=1
,甜甜的好吃糖果,想把宝宝保护着……,2017年11月26日 09:42,FwQ96xC8H,0,,https://weibo.cn/comment/FwQ96xC8H?uid=5305011776&rl=1
,艾米麻麻520,"--­­--­­--­­--­­--­­­--­­-, вαву[白云]︎gιяℓ      ,--­­--­­--­­--­­--­­­--­­- ,          ,[微风]🇳 🇪 🇼[微风],",2017年11月26日 09:42,FwQ9iEJtB,0,,https://weibo.cn/comment/FwQ9iEJtB?uid=1855675151&rl=1
,我是岚岚啊喂,宝宝长大咯,2017年11月26日 09:42,FwQ9lBtnN,0,,https://weibo.cn/comment/FwQ9lBtnN?uid=1955393915&rl=1
2,茕孑夏昼,"本姆妈还是想冲过去帮你把拉链拉好帽子戴好不让耳朵露出来再给你塞个热水袋 ,然后紧紧抱住我的乖崽,给肚肚上贴一个暖宝宝",2017年11月26日 09:41,FwQ8VmBZB,0,4,https://weibo.cn/comment/FwQ8VmBZB?rl=1
,怒惢boy,累死宝宝，不过满满成就,2017年11月26日 09:42,FwQ9p8OuZ,0,,https://weibo.cn/comment/FwQ9p8OuZ?uid=2208447917&rl=1
,红馆婚庆-武汉光谷店,",  大面积的红色视觉冲击，金色的线条如流动的爱意[心]喜欢大气风格的宝宝看过来[来]  ,",2017年11月26日 09:43,FwQ9Dn2CL,0,,https://weibo.cn/comment/FwQ9Dn2CL?uid=2834990034&rl=1
1,一顾倾晨Vera,"懒癌发作，悄悄上来摸个鱼。,学习学习学习！,自问三连:,材料力写完了吗? 现代会了吗?四级能过吗?！,滚去写作业[悲伤][悲伤][悲伤] ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:43,FwQ9s8K9l,0,,https://weibo.cn/comment/FwQ9s8K9l?uid=5954820738&rl=1
,高瑶_,"承接各类微整微针项目[兔子]总要变美的宝宝来约我吧[来][来][来] , ,",2017年11月26日 09:43,FwQ9DCMQ2,0,,https://weibo.cn/comment/FwQ9DCMQ2?uid=5618221991&rl=1
